cve,mun,state,state2,year,homicides,pob,rate
1001,Aguascalientes,1,Aguascalientes,2010,62,804008.7818,7.71
1002,Asientos,1,Aguascalientes,2010,1,45971.63451,2.17
1003,Calvillo,1,Aguascalientes,2010,0,54680.40886,0
1004,Cosío,1,Aguascalientes,2010,2,15178.20337,13.17
1005,Jesús María,1,Aguascalientes,2010,3,100526.7558,2.98
1006,Pabellón de Arteaga,1,Aguascalientes,2010,1,42271.4736,2.36
1007,Rincón de Romos,1,Aguascalientes,2010,4,49625.48544,8.06
1008,San José de Gracia,1,Aguascalientes,2010,0,8532.126989,0
1009,Tepezalá,1,Aguascalientes,2010,0,19871.88993,0
1010,El Llano,1,Aguascalientes,2010,2,19014.4107,10.51
1011,San Francisco de los Romo,1,Aguascalientes,2010,0,36105.83246,0
2001,Ensenada,2,Baja California,2010,66,477375.2042,13.82
2002,Mexicali,2,Baja California,2010,132,957737.1803,13.78
2003,Tecate,2,Baja California,2010,35,103326.5852,33.87
2004,Tijuana,2,Baja California,2010,1257,1593765.9,78.86
2005,Playas de Rosarito,2,Baja California,2010,35,92638.68904,37.78
3001,Comondú,3,Baja California Sur,2010,7,72228.65501,9.69
3002,Mulegé,3,Baja California Sur,2010,4,60358.63744,6.62
3003,La Paz,3,Baja California Sur,2010,26,256677.362,10.12
3008,Los Cabos,3,Baja California Sur,2010,18,243268.2173,7.39
3009,Loreto,3,Baja California Sur,2010,0,17083.18294,0
4001,Calkiní,4,Campeche,2010,1,53785.15872,1.85
4002,Campeche,4,Campeche,2010,11,263471.5511,4.17
4003,Carmen,4,Campeche,2010,20,224975.9036,8.88
4004,Champotón,4,Campeche,2010,8,84475.54802,9.47
4005,Hecelchakán,4,Campeche,2010,0,28830.58512,0
4006,Hopelchén,4,Campeche,2010,0,38428.15464,0
4007,Palizada,4,Campeche,2010,0,8488.975171,0
4008,Tenabo,4,Campeche,2010,0,9914.242259,0
4009,Escárcega,4,Campeche,2010,4,55141.42912,7.25
4010,Calakmul,4,Campeche,2010,0,27336.38405,0
4011,Candelaria,4,Campeche,2010,4,41899.89085,9.54
5001,Abasolo,5,Coahuila,2010,0,1084.096627,0
5002,Acuña,5,Coahuila,2010,6,138341.0893,4.33
5003,Allende,5,Coahuila,2010,3,22960.44886,13.06
5004,Arteaga,5,Coahuila,2010,5,22823.41004,21.9
5005,Candela,5,Coahuila,2010,0,1825.333826,0
5006,Castaños,5,Coahuila,2010,1,26241.02771,3.81
5007,Cuatro Ciénegas,5,Coahuila,2010,0,13182.80952,0
5008,Escobedo,5,Coahuila,2010,0,2943.137896,0
5009,Francisco I. Madero,5,Coahuila,2010,9,56362.6378,15.96
5010,Frontera,5,Coahuila,2010,7,76159.60824,9.19
5011,General Cepeda,5,Coahuila,2010,1,11827.70438,8.45
5012,Guerrero,5,Coahuila,2010,0,2109.515884,0
5013,Hidalgo,5,Coahuila,2010,0,1874.670617,0
5014,Jiménez,5,Coahuila,2010,1,10059.37836,9.94
5015,Juárez,5,Coahuila,2010,0,1618.650488,0
5016,Lamadrid,5,Coahuila,2010,0,1855.762773,0
5017,Matamoros,5,Coahuila,2010,21,108416.43,19.36
5018,Monclova,5,Coahuila,2010,6,218900.0853,2.74
5019,Morelos,5,Coahuila,2010,2,8309.128698,24.06
5020,Múzquiz,5,Coahuila,2010,3,67668.49112,4.43
5021,Nadadores,5,Coahuila,2010,0,6411.472347,0
5022,Nava,5,Coahuila,2010,1,28249.34782,3.53
5023,Ocampo,5,Coahuila,2010,0,11134.10829,0
5024,Parras,5,Coahuila,2010,4,45969.0908,8.7
5025,Piedras Negras,5,Coahuila,2010,26,154629.2947,16.81
5026,Progreso,5,Coahuila,2010,0,3518.051758,0
5027,Ramos Arizpe,5,Coahuila,2010,5,76409.3305,6.54
5028,Sabinas,5,Coahuila,2010,5,61625.28788,8.11
5029,Sacramento,5,Coahuila,2010,0,2340.779469,0
5030,Saltillo,5,Coahuila,2010,33,733901.4298,4.49
5031,San Buenaventura,5,Coahuila,2010,1,22428.96658,4.45
5032,San Juan de Sabinas,5,Coahuila,2010,2,42161.59378,4.74
5033,San Pedro,5,Coahuila,2010,14,103941.2951,13.46
5034,Sierra Mojada,5,Coahuila,2010,0,6462.601379,0
5035,Torreón,5,Coahuila,2010,288,647464.5207,44.48
5036,Viesca,5,Coahuila,2010,3,21562.41794,13.91
5037,Villa Unión,5,Coahuila,2010,1,6364.928186,15.71
5038,Zaragoza,5,Coahuila,2010,1,12874.62847,7.76
6001,Armería,6,Colima,2010,8,29071.70034,27.51
6002,Colima,6,Colima,2010,37,148636.4665,24.89
6003,Comala,6,Colima,2010,5,21156.96629,23.63
6004,Coquimatlán,6,Colima,2010,2,19597.70216,10.2
6005,Cuauhtémoc,6,Colima,2010,4,27423.06957,14.58
6006,Ixtlahuacán,6,Colima,2010,2,5371.879329,37.23
6007,Manzanillo,6,Colima,2010,33,163494.1432,20.18
6008,Minatitlán,6,Colima,2010,0,8280.508755,0
6009,Tecomán,6,Colima,2010,21,114366.0779,18.36
6010,Villa de Álvarez,6,Colima,2010,19,121511.3034,15.63
7001,Acacoyagua,7,Chiapas,2010,0,17194.37836,0
7002,Acala,7,Chiapas,2010,2,29607.80947,6.75
7003,Acapetahua,7,Chiapas,2010,3,28206.90927,10.63
7004,Altamirano,7,Chiapas,2010,0,30490.4291,0
7005,Amatán,7,Chiapas,2010,1,21772.07817,4.59
7006,Amatenango de la Frontera,7,Chiapas,2010,1,30225.06363,3.3
7007,Amatenango del Valle,7,Chiapas,2010,0,8909.398485,0
7008,Angel Albino Corzo,7,Chiapas,2010,2,27248.24515,7.33
7009,Arriaga,7,Chiapas,2010,2,40878.06709,4.89
7010,Bejucal de Ocampo,7,Chiapas,2010,0,7801.133469,0
7011,Bella Vista,7,Chiapas,2010,1,19704.16615,5.07
7012,Berriozábal,7,Chiapas,2010,2,44193.7546,4.52
7013,Bochil,7,Chiapas,2010,0,31345.13878,0
7014,El Bosque,7,Chiapas,2010,0,18975.37536,0
7015,Cacahoatán,7,Chiapas,2010,0,44758.04197,0
7016,Catazajá,7,Chiapas,2010,0,17508.1541,0
7017,Cintalapa,7,Chiapas,2010,3,79850.31645,3.75
7018,Coapilla,7,Chiapas,2010,0,8641.959717,0
7019,Comitán de Domínguez,7,Chiapas,2010,3,144236.7942,2.07
7020,La Concordia,7,Chiapas,2010,3,45126.2637,6.64
7021,Copainalá,7,Chiapas,2010,0,21495.37408,0
7022,Chalchihuitán,7,Chiapas,2010,1,14334.21578,6.97
7023,Chamula,7,Chiapas,2010,0,78636.59416,0
7024,Chanal,7,Chiapas,2010,0,11034.43767,0
7025,Chapultenango,7,Chiapas,2010,0,7491.077597,0
7026,Chenalhó,7,Chiapas,2010,0,36923.28527,0
7027,Chiapa de Corzo,7,Chiapas,2010,1,89607.19583,1.11
7028,Chiapilla,7,Chiapas,2010,0,5528.88705,0
7029,Chicoasén,7,Chiapas,2010,0,5129.216251,0
7030,Chicomuselo,7,Chiapas,2010,0,32212.35907,0
7031,Chilón,7,Chiapas,2010,2,113887.9719,1.75
7032,Escuintla,7,Chiapas,2010,4,30723.08808,13.01
7033,Francisco León,7,Chiapas,2010,1,7149.290419,13.98
7034,Frontera Comalapa,7,Chiapas,2010,6,68564.83019,8.75
7035,Frontera Hidalgo,7,Chiapas,2010,0,12941.54219,0
7036,La Grandeza,7,Chiapas,2010,0,7428.786942,0
7037,Huehuetán,7,Chiapas,2010,2,34183.34781,5.85
7038,Huixtán,7,Chiapas,2010,0,21966.78085,0
7039,Huitiupán,7,Chiapas,2010,0,23038.92189,0
7040,Huixtla,7,Chiapas,2010,10,52478.88621,19.05
7041,La Independencia,7,Chiapas,2010,1,42252.11424,2.36
7042,Ixhuatán,7,Chiapas,2010,1,10483.50134,9.53
7043,Ixtacomitán,7,Chiapas,2010,0,10398.57111,0
7044,Ixtapa,7,Chiapas,2010,0,25088.70562,0
7045,Ixtapangajoya,7,Chiapas,2010,1,5595.140828,17.87
7046,Jiquipilas,7,Chiapas,2010,2,38618.41897,5.17
7047,Jitotol,7,Chiapas,2010,0,19115.58748,0
7048,Juárez,7,Chiapas,2010,2,21553.86847,9.27
7049,Larráinzar,7,Chiapas,2010,0,20845.24351,0
7050,La Libertad,7,Chiapas,2010,0,5079.050484,0
7051,Mapastepec,7,Chiapas,2010,0,44904.6318,0
7052,Las Margaritas,7,Chiapas,2010,0,113958.6297,0
7053,Mazapa de Madero,7,Chiapas,2010,0,7957.513716,0
7054,Mazatán,7,Chiapas,2010,4,27148.01898,14.73
7055,Metapa,7,Chiapas,2010,1,5149.641948,19.41
7056,Mitontic,7,Chiapas,2010,0,11426.1716,0
7057,Motozintla,7,Chiapas,2010,2,70585.43003,2.83
7058,Nicolás Ruíz,7,Chiapas,2010,0,4406.51353,0
7059,Ocosingo,7,Chiapas,2010,6,202988.5659,2.95
7060,Ocotepec,7,Chiapas,2010,0,12120.90402,0
7061,Ocozocoautla de Espinosa,7,Chiapas,2010,3,83902.37259,3.57
7062,Ostuacán,7,Chiapas,2010,1,17456.69699,5.72
7063,Osumacinta,7,Chiapas,2010,0,3875.080558,0
7064,Oxchuc,7,Chiapas,2010,0,44241.06378,0
7065,Palenque,7,Chiapas,2010,3,113446.8674,2.64
7066,Pantelhó,7,Chiapas,2010,1,21013.9406,4.75
7067,Pantepec,7,Chiapas,2010,0,11106.45578,0
7068,Pichucalco,7,Chiapas,2010,2,30499.42339,6.55
7069,Pijijiapan,7,Chiapas,2010,2,51178.61078,3.9
7070,El Porvenir,7,Chiapas,2010,0,13496.55034,0
7071,Villa Comaltitlán,7,Chiapas,2010,3,28515.81139,10.52
7072,Pueblo Nuevo Solistahuacán,7,Chiapas,2010,4,31813.32294,12.57
7073,Rayón,7,Chiapas,2010,0,9210.47504,0
7074,Reforma,7,Chiapas,2010,5,41670.48427,11.99
7075,Las Rosas,7,Chiapas,2010,1,26075.31764,3.83
7076,Sabanilla,7,Chiapas,2010,1,25769.33682,3.88
7077,Salto de Agua,7,Chiapas,2010,0,58496.57686,0
7078,San Cristóbal de las Casas,7,Chiapas,2010,3,190135.1044,1.57
7079,San Fernando,7,Chiapas,2010,0,33821.79769,0
7080,Siltepec,7,Chiapas,2010,3,38947.17496,7.7
7081,Simojovel,7,Chiapas,2010,2,41158.11709,4.85
7082,Sitalá,7,Chiapas,2010,0,12504.08288,0
7083,Socoltenango,7,Chiapas,2010,0,17533.50945,0
7084,Solosuchiapa,7,Chiapas,2010,0,8255.092969,0
7085,Soyaló,7,Chiapas,2010,0,9958.65516,0
7086,Suchiapa,7,Chiapas,2010,0,21536.36737,0
7087,Suchiate,7,Chiapas,2010,16,35837.26989,44.64
7088,Sunuapa,7,Chiapas,2010,0,2285.72593,0
7089,Tapachula,7,Chiapas,2010,21,327604.3061,6.41
7090,Tapalapa,7,Chiapas,2010,0,4210.034705,0
7091,Tapilula,7,Chiapas,2010,0,12456.89938,0
7092,Tecpatán,7,Chiapas,2010,2,41910.31254,4.77
7093,Tenejapa,7,Chiapas,2010,2,41097.92045,4.86
7094,Teopisca,7,Chiapas,2010,0,38485.50769,0
7096,Tila,7,Chiapas,2010,0,73030.72527,0
7097,Tonalá,7,Chiapas,2010,5,86477.23043,5.78
7098,Totolapa,7,Chiapas,2010,0,6529.653432,0
7099,La Trinitaria,7,Chiapas,2010,3,74433.72029,4.03
7100,Tumbalá,7,Chiapas,2010,1,32411.64234,3.08
7101,Tuxtla Gutiérrez,7,Chiapas,2010,26,566181.5067,4.59
7102,Tuxtla Chico,7,Chiapas,2010,1,38559.8889,2.59
7103,Tuzantán,7,Chiapas,2010,2,28751.07346,6.95
7104,Tzimol,7,Chiapas,2010,0,14338.45201,0
7105,Unión Juárez,7,Chiapas,2010,0,14382.63617,0
7106,Venustiano Carranza,7,Chiapas,2010,0,62744.16177,0
7107,Villa Corzo,7,Chiapas,2010,1,76179.61305,1.31
7108,Villaflores,7,Chiapas,2010,3,100843.232,2.97
7109,Yajalón,7,Chiapas,2010,3,34759.33128,8.63
7110,San Lucas,7,Chiapas,2010,0,6901.601539,0
7111,Zinacantán,7,Chiapas,2010,0,37288.37343,0
7112,San Juan Cancuc,7,Chiapas,2010,0,29647.37845,0
7113,Aldama,7,Chiapas,2010,0,5186.963651,0
7114,Benemérito de las Américas,7,Chiapas,2010,7,17693.75365,39.56
7115,Maravilla Tenejapa,7,Chiapas,2010,0,11696.3326,0
7116,Marqués de Comillas,7,Chiapas,2010,0,10076.98094,0
7117,Montecristo de Guerrero,7,Chiapas,2010,1,7075.777404,14.13
7118,San Andrés Duraznal,7,Chiapas,2010,0,4645.71702,0
7119,Santiago el Pinar,7,Chiapas,2010,1,3307.089857,30.23
8001,Ahumada,8,Chihuahua,2010,13,11858.0948,109.62
8002,Aldama,8,Chihuahua,2010,14,23088.54799,60.63
8003,Allende,8,Chihuahua,2010,3,8701.208585,34.47
8004,Aquiles Serdán,8,Chihuahua,2010,28,11052.21442,253.34
8005,Ascensión,8,Chihuahua,2010,51,24783.09527,205.78
8006,Bachíniva,8,Chihuahua,2010,4,6235.297865,64.15
8007,Balleza,8,Chihuahua,2010,39,18220.83958,214.04
8008,Batopilas,8,Chihuahua,2010,19,14834.77391,128.07
8009,Bocoyna,8,Chihuahua,2010,39,29716.32479,131.24
8010,Buenaventura,8,Chihuahua,2010,10,23154.82991,43.18
8011,Camargo,8,Chihuahua,2010,83,50448.0946,164.52
8012,Carichí,8,Chihuahua,2010,12,9075.018201,132.23
8013,Casas Grandes,8,Chihuahua,2010,14,10958.15719,127.75
8014,Coronado,8,Chihuahua,2010,1,2365.954863,42.26
8015,Coyame del Sotol,8,Chihuahua,2010,0,1744.385779,0
8016,La Cruz,8,Chihuahua,2010,3,4117.637265,72.85
8017,Cuauhtémoc,8,Chihuahua,2010,105,160107.7911,65.58
8018,Cusihuiriachi,8,Chihuahua,2010,15,5606.662643,267.53
8019,Chihuahua,8,Chihuahua,2010,1100,848667.6716,129.61
8020,Chínipas,8,Chihuahua,2010,9,8718.235957,103.23
8021,Delicias,8,Chihuahua,2010,76,142856.4086,53.2
8022,Dr. Belisario Domínguez,8,Chihuahua,2010,2,3025.42118,66.1
8023,Galeana,8,Chihuahua,2010,1,6105.354469,16.37
8024,Santa Isabel,8,Chihuahua,2010,9,4080.295851,220.57
8025,Gómez Farías,8,Chihuahua,2010,2,8929.993996,22.39
8026,Gran Morelos,8,Chihuahua,2010,6,3329.037343,180.23
8027,Guachochi,8,Chihuahua,2010,90,51326.8855,175.34
8028,Guadalupe,8,Chihuahua,2010,49,6682.827305,733.22
8029,Guadalupe y Calvo,8,Chihuahua,2010,134,55275.39052,242.42
8030,Guazapares,8,Chihuahua,2010,25,9305.213395,268.66
8031,Guerrero,8,Chihuahua,2010,37,41000.39099,90.24
8032,Hidalgo del Parral,8,Chihuahua,2010,128,110936.6476,115.38
8033,Huejotitán,8,Chihuahua,2010,0,1090.785834,0
8034,Ignacio Zaragoza,8,Chihuahua,2010,0,7173.435827,0
8035,Janos,8,Chihuahua,2010,18,11327.91411,158.89
8036,Jiménez,8,Chihuahua,2010,48,42735.71398,112.31
8037,Juárez,8,Chihuahua,2010,3766,1378110.011,273.27
8038,Julimes,8,Chihuahua,2010,3,5136.330292,58.4
8039,López,8,Chihuahua,2010,2,4168.033465,47.98
8040,Madera,8,Chihuahua,2010,27,30621.39355,88.17
8041,Maguarichi,8,Chihuahua,2010,4,1992.244861,200.77
8042,Manuel Benavides,8,Chihuahua,2010,0,1657.122297,0
8043,Matachí,8,Chihuahua,2010,0,3208.581689,0
8044,Matamoros,8,Chihuahua,2010,17,4669.38563,364.07
8045,Meoqui,8,Chihuahua,2010,68,45356.88826,149.92
8046,Morelos,8,Chihuahua,2010,6,8599.22299,69.77
8047,Moris,8,Chihuahua,2010,10,5494.700408,181.99
8048,Namiquipa,8,Chihuahua,2010,9,23688.25758,37.99
8049,Nonoava,8,Chihuahua,2010,0,2943.9334,0
8050,Nuevo Casas Grandes,8,Chihuahua,2010,52,61383.54926,84.71
8051,Ocampo,8,Chihuahua,2010,18,7817.32022,230.25
8052,Ojinaga,8,Chihuahua,2010,25,27243.17986,91.76
8053,Praxedis G. Guerrero,8,Chihuahua,2010,41,4954.355348,827.55
8054,Riva Palacio,8,Chihuahua,2010,36,8299.134482,433.78
8055,Rosales,8,Chihuahua,2010,13,17367.85259,74.85
8056,Rosario,8,Chihuahua,2010,0,2312.45228,0
8057,San Francisco de Borja,8,Chihuahua,2010,0,2375.999814,0
8058,San Francisco de Conchos,8,Chihuahua,2010,1,3089.758706,32.36
8059,San Francisco del Oro,8,Chihuahua,2010,5,4934.315866,101.33
8060,Santa Bárbara,8,Chihuahua,2010,1,10811.04347,9.24
8061,Satevó,8,Chihuahua,2010,10,3795.844316,263.44
8062,Saucillo,8,Chihuahua,2010,26,33451.39608,77.72
8063,Temósachic,8,Chihuahua,2010,8,6435.915623,124.3
8064,El Tule,8,Chihuahua,2010,1,1931.913138,51.76
8065,Urique,8,Chihuahua,2010,64,21019.00776,304.48
8066,Uruachi,8,Chihuahua,2010,14,8476.74155,165.15
8067,Valle de Zaragoza,8,Chihuahua,2010,5,5290.738308,94.5
9002,Azcapotzalco,9,Mexico City,2010,40,418801.7694,9.55
9003,Coyoacán,9,Mexico City,2010,56,626154.4275,8.94
9004,Cuajimalpa de Morelos,9,Mexico City,2010,12,188568.068,6.36
9005,Gustavo A. Madero,9,Mexico City,2010,176,1197913.009,14.69
9006,Iztacalco,9,Mexico City,2010,30,388143.3721,7.72
9007,Iztapalapa,9,Mexico City,2010,210,1836582.433,11.43
9008,La Magdalena Contreras,9,Mexico City,2010,13,241719.3967,5.37
9009,Milpa Alta,9,Mexico City,2010,9,132226.6958,6.8
9010,Álvaro Obregón,9,Mexico City,2010,49,734581.6976,6.67
9011,Tláhuac,9,Mexico City,2010,37,364583.2339,10.14
9012,Tlalpan,9,Mexico City,2010,54,657507.0354,8.21
9013,Xochimilco,9,Mexico City,2010,27,419612.0669,6.43
9014,Benito Juárez,9,Mexico City,2010,82,389027.6912,21.07
9015,Cuauhtémoc,9,Mexico City,2010,77,537199.863,14.33
9016,Miguel Hidalgo,9,Mexico City,2010,82,376590.9493,21.77
9017,Venustiano Carranza,9,Mexico City,2010,124,435387.1848,28.48
10001,Canatlán,10,Durango,2010,17,32083.25842,52.98
10002,Canelas,10,Durango,2010,4,4222.77316,94.72
10003,Coneto de Comonfort,10,Durango,2010,0,4625.178403,0
10004,Cuencamé,10,Durango,2010,18,34423.35197,52.29
10005,Durango,10,Durango,2010,273,595592.4561,45.83
10006,General Simón Bolívar,10,Durango,2010,0,10871.64341,0
10007,Gómez Palacio,10,Durango,2010,285,335385.8564,84.97
10008,Guadalupe Victoria,10,Durango,2010,10,34789.81131,28.74
10009,Guanaceví,10,Durango,2010,9,10380.35935,86.7
10010,Hidalgo,10,Durango,2010,0,4352.999046,0
10011,Indé,10,Durango,2010,4,5385.997953,74.26
10012,Lerdo,10,Durango,2010,88,144192.8142,61.02
10013,Mapimí,10,Durango,2010,4,25701.7906,15.56
10014,Mezquital,10,Durango,2010,19,34162.46207,55.61
10015,Nazas,10,Durango,2010,2,12678.36292,15.77
10016,Nombre de Dios,10,Durango,2010,8,18875.51403,42.38
10017,Ocampo,10,Durango,2010,6,9822.956482,61.08
10018,El Oro,10,Durango,2010,10,11547.77031,86.59
10019,Otáez,10,Durango,2010,21,5333.77526,393.71
10020,Pánuco de Coronado,10,Durango,2010,7,12176.7087,57.48
10021,Peñón Blanco,10,Durango,2010,5,10713.76289,46.66
10022,Poanas,10,Durango,2010,22,25472.75054,86.36
10023,Pueblo Nuevo,10,Durango,2010,76,50302.82212,151.08
10024,Rodeo,10,Durango,2010,7,13062.28232,53.58
10025,San Bernardo,10,Durango,2010,2,3492.13255,57.27
10026,San Dimas,10,Durango,2010,25,20144.41746,124.1
10027,San Juan de Guadalupe,10,Durango,2010,1,6079.196683,16.44
10028,San Juan del Río,10,Durango,2010,4,12132.58957,32.96
10029,San Luis del Cordero,10,Durango,2010,0,2225.457116,0
10030,San Pedro del Gallo,10,Durango,2010,0,1746.949892,0
10031,Santa Clara,10,Durango,2010,1,7160.307789,13.96
10032,Santiago Papasquiaro,10,Durango,2010,102,45992.3295,221.77
10033,Súchil,10,Durango,2010,4,6906.618489,57.91
10034,Tamazula,10,Durango,2010,12,27001.37898,44.44
10035,Tepehuanes,10,Durango,2010,17,10973.05449,154.92
10036,Tlahualilo,10,Durango,2010,6,22737.0811,26.38
10037,Topia,10,Durango,2010,8,8794.674165,90.96
10038,Vicente Guerrero,10,Durango,2010,25,21594.38557,115.77
10039,Nuevo Ideal,10,Durango,2010,8,26676.57965,29.98
11001,Abasolo,11,Guanajuato,2010,0,85518.29563,0
11002,Acámbaro,11,Guanajuato,2010,16,110406.342,14.49
11003,San Miguel de Allende,11,Guanajuato,2010,11,162540.0796,6.76
11004,Apaseo el Alto,11,Guanajuato,2010,3,65270.27632,4.59
11005,Apaseo el Grande,11,Guanajuato,2010,6,86455.92468,6.93
11006,Atarjea,11,Guanajuato,2010,1,5685.810003,17.58
11007,Celaya,11,Guanajuato,2010,79,474423.0719,16.65
11008,Manuel Doblado,11,Guanajuato,2010,1,37672.1177,2.65
11009,Comonfort,11,Guanajuato,2010,10,78834.77914,12.68
11010,Coroneo,11,Guanajuato,2010,2,11849.02447,16.87
11011,Cortazar,11,Guanajuato,2010,13,89536.20131,14.51
11012,Cuerámaro,11,Guanajuato,2010,4,27652.46211,14.46
11013,Doctor Mora,11,Guanajuato,2010,1,23664.82496,4.22
11014,Dolores Hidalgo Cuna de la Independencia Nacional,11,Guanajuato,2010,10,150208.0806,6.65
11015,Guanajuato,11,Guanajuato,2010,11,174069.1189,6.31
11016,Huanímaro,11,Guanajuato,2010,0,20380.82337,0
11017,Irapuato,11,Guanajuato,2010,37,536534.161,6.89
11018,Jaral del Progreso,11,Guanajuato,2010,4,37064.88301,10.79
11019,Jerécuaro,11,Guanajuato,2010,7,51579.58453,13.57
11020,León,11,Guanajuato,2010,111,1454793.496,7.62
11021,Moroleón,11,Guanajuato,2010,3,49949.01916,6
11022,Ocampo,11,Guanajuato,2010,1,22987.07107,4.35
11023,Pénjamo,11,Guanajuato,2010,12,151928.139,7.89
11024,Pueblo Nuevo,11,Guanajuato,2010,1,11327.50988,8.82
11025,Purísima del Rincón,11,Guanajuato,2010,0,69757.39603,0
11026,Romita,11,Guanajuato,2010,2,57432.37751,3.48
11027,Salamanca,11,Guanajuato,2010,19,264073.945,7.19
11028,Salvatierra,11,Guanajuato,2010,16,98343.03581,16.26
11029,San Diego de la Unión,11,Guanajuato,2010,0,37561.34231,0
11030,San Felipe,11,Guanajuato,2010,1,108463.3368,0.92
11031,San Francisco del Rincón,11,Guanajuato,2010,9,115134.5779,7.81
11032,San José Iturbide,11,Guanajuato,2010,3,73387.13929,4.08
11033,San Luis de la Paz,11,Guanajuato,2010,4,117259.2586,3.41
11034,Santa Catarina,11,Guanajuato,2010,0,5186.582744,0
11035,Santa Cruz de Juventino Rosas,11,Guanajuato,2010,2,80356.57206,2.48
11036,Santiago Maravatío,11,Guanajuato,2010,0,6753.802305,0
11037,Silao,11,Guanajuato,2010,9,175300.6229,5.13
11038,Tarandacuao,11,Guanajuato,2010,2,11793.90961,16.95
11039,Tarimoro,11,Guanajuato,2010,6,36065.67876,16.63
11040,Tierra Blanca,11,Guanajuato,2010,0,18415.30084,0
11041,Uriangato,11,Guanajuato,2010,6,59983.29653,10
11042,Valle de Santiago,11,Guanajuato,2010,11,142890.9232,7.69
11043,Victoria,11,Guanajuato,2010,4,20079.97976,19.92
11044,Villagrán,11,Guanajuato,2010,1,56518.32326,1.76
11045,Xichú,11,Guanajuato,2010,0,11718.02165,0
11046,Yuriria,11,Guanajuato,2010,7,71695.4885,9.76
12001,Acapulco de Juárez,12,Guerrero,2010,467,802926.5134,58.16
12002,Ahuacuotzingo,12,Guerrero,2010,6,25463.30464,23.56
12003,Ajuchitlán del Progreso,12,Guerrero,2010,22,38878.42127,56.58
12004,Alcozauca de Guerrero,12,Guerrero,2010,3,19267.1275,15.57
12005,Alpoyeca,12,Guerrero,2010,3,6734.654898,44.54
12006,Apaxtla,12,Guerrero,2010,20,12582.54647,158.95
12007,Arcelia,12,Guerrero,2010,20,32725.22008,61.11
12008,Atenango del Río,12,Guerrero,2010,0,8535.455871,0
12009,Atlamajalcingo del Monte,12,Guerrero,2010,0,5803.182543,0
12010,Atlixtac,12,Guerrero,2010,15,26807.50059,55.95
12011,Atoyac de Álvarez,12,Guerrero,2010,30,62285.61481,48.16
12012,Ayutla de los Libres,12,Guerrero,2010,61,63650.103,95.83
12013,Azoyú,12,Guerrero,2010,12,14651.01479,81.9
12014,Benito Juárez,12,Guerrero,2010,5,15223.09734,32.84
12015,Buenavista de Cuéllar,12,Guerrero,2010,2,12864.52516,15.54
12016,Coahuayutla de José María Izazaga,12,Guerrero,2010,13,13237.68566,98.2
12017,Cocula,12,Guerrero,2010,5,14957.61813,33.42
12018,Copala,12,Guerrero,2010,1,13849.75255,7.22
12019,Copalillo,12,Guerrero,2010,2,14695.73263,13.6
12020,Copanatoyac,12,Guerrero,2010,9,19141.73416,47.01
12021,Coyuca de Benítez,12,Guerrero,2010,32,74650.04694,42.86
12022,Coyuca de Catalán,12,Guerrero,2010,58,42765.66133,135.62
12023,Cuajinicuilapa,12,Guerrero,2010,15,26368.9118,56.88
12024,Cualác,12,Guerrero,2010,0,7122.949014,0
12025,Cuautepec,12,Guerrero,2010,1,15337.63711,6.51
12026,Cuetzala del Progreso,12,Guerrero,2010,3,9304.932754,32.24
12027,Cutzamala de Pinzón,12,Guerrero,2010,17,21730.04032,78.23
12028,Chilapa de Álvarez,12,Guerrero,2010,31,122826.6847,25.23
12029,Chilpancingo de los Bravo,12,Guerrero,2010,100,245877.2559,40.67
12030,Florencio Villarreal,12,Guerrero,2010,8,20528.71118,38.96
12031,General Canuto A. Neri,12,Guerrero,2010,9,6406.154826,140.48
12032,General Heliodoro Castillo,12,Guerrero,2010,13,37260.33151,34.88
12033,Huamuxtitlán,12,Guerrero,2010,3,14624.30869,20.51
12034,Huitzuco de los Figueroa,12,Guerrero,2010,1,37950.40405,2.63
12035,Iguala de la Independencia,12,Guerrero,2010,54,142647.8414,37.85
12036,Igualapa,12,Guerrero,2010,1,10965.34787,9.11
12037,Ixcateopan de Cuauhtémoc,12,Guerrero,2010,2,6710.523087,29.8
12038,Zihuatanejo de Azueta,12,Guerrero,2010,32,120392.6488,26.57
12039,Juan R. Escudero,12,Guerrero,2010,2,24758.80493,8.07
12040,Leonardo Bravo,12,Guerrero,2010,1,25174.8908,3.97
12041,Malinaltepec,12,Guerrero,2010,6,29994.34966,20
12042,Mártir de Cuilapan,12,Guerrero,2010,4,18022.45125,22.19
12043,Metlatónoc,12,Guerrero,2010,3,19257.96773,15.57
12044,Mochitlán,12,Guerrero,2010,1,11565.74555,8.64
12045,Olinalá,12,Guerrero,2010,1,25108.40974,3.98
12046,Ometepec,12,Guerrero,2010,29,62307.59224,46.54
12047,Pedro Ascencio Alquisiras,12,Guerrero,2010,4,7100.091114,56.33
12048,Petatlán,12,Guerrero,2010,36,45723.34111,78.73
12049,Pilcaya,12,Guerrero,2010,9,11738.47904,76.67
12050,Pungarabato,12,Guerrero,2010,47,37687.50653,124.7
12051,Quechultenango,12,Guerrero,2010,13,35290.37039,36.83
12052,San Luis Acatlán,12,Guerrero,2010,14,42912.05812,32.62
12053,San Marcos,12,Guerrero,2010,17,49259.81192,34.51
12054,San Miguel Totolapan,12,Guerrero,2010,26,28533.88643,91.11
12055,Taxco de Alarcón,12,Guerrero,2010,36,105630.4753,34.08
